sentiment,headline,translated_text
neutral,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .","В 2008 году на долю металлургической промышленности пришлось 64 процента объема перевезенных грузов, на долю энергетической отрасли пришлось 28 процентов, а на другие отрасли - 8 процентов."
neutral,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",В письме министру экономики зарегистрированная на бирже эстонская судоходная компания Tallink просит одобрить право на снижение портовых сборов на 15% в 2010 году.
neutral,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .","В недавнем интервью Financial Times (FT) председатель правления Sampo Бьорн Валроос заявил, что если P&C, безусловно, будет продана, то цена была установлена ​​на уровне 85 миллиардов шведских крон, подтверждая предыдущие заявления."
neutral,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .","В сообщении от 28 октября Пиб сообщил, что оба предприятия будут продолжать работать под брендами Cliffton и Stockholm Entreprenad, оба являются частью Peab Group."
negative,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .","Кроме того, до дальнейшего уведомления могут быть уволены еще 29 сотрудников, а при необходимости весь персонал может быть уволен на короткие периоды времени."
neutral,"In addition , MIDs are always online and enable full Internet browsing .","Кроме того, MID всегда подключены к сети и позволяют осуществлять полноценный просмотр Интернета."
neutral,"In addition , the contract includes modification of the effluent treatment plant at Follum .","Кроме того, контракт включает в себя модернизацию очистных сооружений в Фоллуме."
positive,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,"Кроме того, сделка включает в себя опцион колл, который позволит Maritim Food AS увеличить свою долю в Sandanger AS до 51% в будущем."
neutral,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",В рамках сделки Digia наймет 19 сотрудников Nokia в Осло и Силиконовой долине в США.
neutral,"In his current position , Manty has worked since 1996 .",На своей нынешней должности Манти работает с 1996 года.
neutral,"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .","Что касается производства электроэнергии, Fortum произвела 39,3 ТВтч электроэнергии в течение первых девяти месяцев 2006 года по сравнению с 38,0 ТВтч за тот же период в 2005 году, согласно данным, опубликованным в последних финансовых результатах группы."
neutral,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",В финансовом отчете за первый квартал 2010 года Tikkurila отражена в статье «Прекращенная деятельность».
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .","OKO Banks ожидает, что в четвертом квартале 2006 года операционная среда в сфере банковских и инвестиционных услуг останется такой же, как в январе-сентябре 2006 года."
neutral,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,Тем временем обязанности генерального директора возьмет на себя заместитель генерального директора Outotec Сеппо Рантакари.
neutral,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",На аглофабрике известняк и коксовая мелочь смешиваются с железорудным концентратом и спекаются в кусковую форму или агломерат для использования в доменных печах в качестве сырья для производства чугуна.
neutral,"In this way , the industry 's starting point has been the consumers ' needs .","Таким образом, отправной точкой развития отрасли стали потребности потребителей."
neutral,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .","В общей сложности более 3000 камер наблюдения будут обслуживаться и управляться в соответствии с различными потребностями, сообщили в компании."
neutral,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .","По объему фокус уже находится за пределами Финляндии, поскольку 60% продукции группы производится в Польше и странах Балтии."
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .","Incap со штаб-квартирой в Оулу, Финляндия, является контрактным производителем электроники, в котором работает около 750 сотрудников в Финляндии, Эстонии и Индии."
neutral,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,Incap Contract Manufacturing является дочерней компанией Incap Corporation в Финляндии.
neutral,"Includes company and brand share data by category , as well as distribution channel data .","Включает данные о долях компаний и брендов по категориям, а также данные о каналах сбыта."
neutral,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .","Indigo и Somoncom обслуживают 377 000 абонентов, а их доля рынка по состоянию на май 2007 года составляла около 27%."
neutral,"industry in Asia +� Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .","промышленность в Азии +� Пакистан, Малайзия, Тайвань и Филиппины Сегодня Global Research & Data Services собирается опубликовать несколько аналитических обзоров рынков цемента в Азии."
neutral,"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company .","Intellisync Wireless Email от Nokia — это полнофункциональное решение для беспроводной электронной почты, которое, по словам компании, позволяет пользователям пользоваться электронной почтой, календарем, контактами, заметками и списками задач, находясь вдали от офиса."
neutral,Investment management and investment advisory services are the company 's sole line of business .,Управление инвестициями и инвестиционные консультационные услуги являются единственным направлением деятельности компании.
neutral,Investments are not disclosed .,Инвестиции не раскрываются.
neutral,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,"Инвестиции в разработку продукта составили 6,0 млн евро (8,8 млн долларов США)."
neutral,"ISMS does not disclose its financial results , the daily said .","ISMS не раскрывает свои финансовые результаты, сообщает газета."
neutral,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .","Сюда также входит установка нового оборудования, обучение и пуско-наладочные работы, а также сервисные работы обувного пресса, поставленного Vaahto в 2001 году."
positive,"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .","В настоящее время в компании работает около 750 человек, и ожидается, что к концу 2007 года численность персонала достигнет 1000 человек."
neutral,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,"С Советом директоров компании было согласовано, что она будет выполнять консультативную роль."
neutral,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,"Он также находится в процессе вступления в совет директоров CapMan – курс, пользующийся поддержкой руководства CapMan."
neutral,"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .","В ближайшие несколько дней планируется также запустить службу обмена сообщениями, которая позволит пользователям получать доступ к своим учетным записям электронной почты на MS Exchange."
neutral,"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .","Это второе по величине мясоперерабатывающее предприятие Эстонии по доле рынка (по данным AC Nielsen за 2008 год, 13 процентов)."
neutral,It is expected to be online by 2011 .,"Ожидается, что он появится в сети к 2011 году."
positive,"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .","В Финляндии и за рубежом он вырос на 15,7% и на 24,8% соответственно, до 7 млн ​​евро и 4,2 млн евро, благодаря 40-процентному росту в России."
neutral,It 's not .,Это не .
neutral,It was decided that the auditors are reimbursed according to invoice .,"Было решено, что аудиторам будут возмещены расходы в соответствии со счетом-фактурой."
neutral,It will report full-year results on August 22 .,22 августа компания сообщит о результатах за весь год.
neutral,"Its annual capacity is some 10,000 MW .",Ее годовая мощность составляет около 10 000 МВт.
positive,"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",Ее основное направление деятельности — группа Glass Machinery Group компании Glaston Technologies — является мировым лидером на рынке машин для обработки стекла.
neutral,Its market share is 6 percent according to AC Nielsen 's 2008 data .,"По данным AC Nielsen за 2008 год, ее рыночная доля составляет 6 процентов."
neutral,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .","В портфель ее продукции входят харвестеры, форвардеры, харвестерные головки, а также краны и погрузчики."
neutral,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .","Янис Арбиданс, генеральный директор YIT Celtnieciba, сообщил, что компания фокусируется на рынке жилищного строительства и девелопмента недвижимости."
neutral,"Jeder Beta-Tester erh+�lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+�glichkeit , die finale Version zu beeinflussen .","Jeder Beta-Tester erh+�lt kostenlos sechs Monate lang Updates und haut eigener Aussage die M+�glichkeit , die Finale Version zu beeinflussen ."
positive,"Jobs will not be transferred from Finland , however .",Однако рабочие места не будут перенесены из Финляндии.
neutral,Joint procurement will be later extended to the factories in the Baltic countries .,Совместные закупки позднее будут распространены на заводы в странах Балтии.
neutral,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .","Джон Рисфельт ранее занимал руководящие должности в подразделениях Europolitan, Ericsson, SAS, American Express и туристических подразделениях, а также в Nyman & Schultz (генеральный директор), Vodafone Швеция (генеральный директор) и Gambro Renal Products (генеральный директор)."
neutral,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .","Kaleva Kustannus Oy (бизнес-код 0187274-0), согласно уведомлению, 10 августа 2009 года приобрела 4 458 000 акций Alma Media."
neutral,Karppinen expects the consolidation trend to continue in the Finnish market .,Карппинен ожидает продолжения тенденции консолидации на финском рынке.
positive,Kaupthing forecasts a significant price increase for printing paper in 2007 .,Kaupthing прогнозирует значительный рост цен на бумагу для печати в 2007 году.
neutral,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .","Kaupthing прогнозирует, что финско-шведская Stora Enso закроет свой завод в Райсхольце в Германии."
neutral,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,"Акции Kemira закрылись на уровне (x20ac) 16,66 (22,71 доллара США)."
positive,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,«КЕСКО ФУД ЛТД» ПРЕСС-РЕЛИЗ 04.01.2006 В 13.00 «Кеско Фуд ЛТД» запускает масштабную телевизионную кампанию по привлечению до ста новых розничных продавцов K-food.
neutral,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .","Kesko имеет около 2000 магазинов, работающих в сети в странах Северной Европы и Балтии, России и Беларуси."
neutral,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,Кирси Рантанен ранее была директором по развитию птицеводческого бизнеса компании HK Ruokatalo.
neutral,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .","Koduextra управляет розничной сетью из 11 магазинов, контролируемых Финским непродовольственным центром KY, Rukax OY и Scan-Tukka OY."
neutral,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .","Рыночная доля Коффа в объеме рынка составляла 23,4%, Карху - 21,4%."
neutral,"L+�nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",Подразделение продуктов питания L+Ünnen Tehtaat было реорганизовано в два стратегических бизнес-подразделения: Apetit Frozen Foods and Jams и Apetit Fish.
neutral,"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .","В прошлом году фирма также приобрела Realprojekti Oy, девелоперскую компанию, чтобы консультировать CapMan по вопросам ее деятельности в сфере недвижимости."
neutral,"Later on , about 150 Finnish-made houses will be build in the area .",В дальнейшем на этом участке будет построено около 150 домов финского производства.
neutral,Lemmink+�inen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,"Лемминк+айнен начал производство рубероида в 1920 году, а производство асфальта — в 1930-х годах."
neutral,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .","Как и все другие механические пипетки от Biohit, Proline Plus имеет маркировку CE-IVD и поставляется с 3-летней гарантией."
neutral,"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .","ЛОНДОН (AFX) - Компания Intertek Group PLC, занимающаяся испытаниями и инспекциями, сообщила, что ее коммерческое и электротехническое подразделение купило финскую компанию Natlabs Oy у Etteplan Oyj за 1,3 миллиона евро наличными."
neutral,"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .","Цена Loudeye Corp. выросла на $2,56 до $4,33. Nokia Corp. снизилась на 10 центов до $19,46. Nokia согласилась купить дистрибьютора цифровой музыки за $60 миллионов."
neutral,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),"(Представитель сообщил WWD, что одежда и домашний декор будут сочетаться в соотношении 50 на 50.)"
neutral,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .","(ADP News) - 11 декабря 2008 г. - Финский поставщик решений в области электропитания Efore Oyj (OMX: EFO1V) сообщил вчера, что открыл лабораторию технологических исследований и разработок (НИОКР) в Хельсинкском технологическом университете."
positive,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .","(ADP News) - 28 ноября 2008 г. - Финский поставщик решений в области электропитания Efore Oyj (OMX: EFO1V) объявил сегодня о выпуске OPUS DC, новейшей системы питания в своей линейке продуктов OPUS."
positive,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli","(ADP News) - 3 ноября 2008 г. - Финская компания по производству систем обработки грузов и услуг Cargotec Oyj (OMX: CGCBV) заявила сегодня, что приобрела 80% акций итальянских сервисных компаний CVS Technoports Srl и CVS Service Srl у итальянской Handli."
neutral,"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi","(ADP News) - 3 ноября 2008 г. - Финская компания по производству бумаги, упаковки и лесоматериалов Stora Enso Oyj (OMX: STERV) заявила сегодня, что инвестирует 137 миллионов евро (176,6 миллионов долларов США) в строительство электростанции на своей Остроленке. Ми"
positive,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t","(ADPnews) – 9 ноября 2009 г. – Четыре компании согласились купить за 5,9 млрд шведских крон (854 млн долларов США – 571,8 млн евро) все аптеки, выставленные на продажу в рамках реструктуризации шведской государственной аптечной монополии Apoteket AB. т"
neutral,( The acquisition sum has not been disclosed . ),(Сумма приобретения не разглашается.)
neutral,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .","Луна заняла пятое место с результатом шесть до 207, отстав от испанки Беатрис Рекари и Мартины Эберл из Германии, а валлийка Бекки Брюэртон заняла первое место среди британских финишеров, разделив седьмое место с тремя до 210 после 71 броска."
neutral,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .","Ожидание Мэгги Рэмси, а также тысяч гидов, рыболовов и других людей из Орегона и Вашингтона, которые стекаются на его частые семинары, почти подошло к концу."
neutral,"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",MANAVIGATOR – 1 ноября 2010 г. – Обзор сделки: ШВЕДСКАЯ PEAB ПОКУПАЕТ ФИРМУ ПО АРЕНДЕ ОБОРУДОВАНИЯ CRAMO Шведская строительная компания Peab AB (STO: PEAB B) объявила о приобретении компании по аренде оборудования Cramo Entreprenadmaskiner AB у финской группы Cramo Oyj (HEL: CRA1V).
neutral,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .","По данным Bloomberg, Marathon теперь владеет 4,6% акций PLX."
neutral,Market data and analytics are derived from primary and secondary research .,Рыночные данные и аналитика получены на основе первичных и вторичных исследований.
positive,"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .","Мартела сообщила, что планирует расширить свой бизнес по переработке мебели и в других регионах Финляндии."
neutral,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .","29 мая 2010 г. ( CompaniesandMarkets.com предоставлено Newstex ) -- В этом отчете представлены ключевые данные и информация о рынке мяса , рыбы и птицы в Финляндии ."
neutral,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .","Между тем, ""Альфа"" через Altimo владеет 25,1% ""МегаФона"" и 4,99% Turkcell через 18,5% акций Cukurova Holding."
neutral,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .","Mercator будет использовать это программное обеспечение для своих логистических, розничных и оптовых операций в Словении и на других рынках Юго-Восточной Европы."
neutral,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,"Metsa-Botnia продаст 82,1% своей доли в уругвайской компании, а Metsaliitto - 5,5%."
negative,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .","Metso Foundries Jyvaskyla, Inc. начнет кадровые переговоры о временных увольнениях и сокращениях персонала в Ювяскюля, Финляндия."
neutral,"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .","Metso Foundries Jyvaskyla Oy прекратит производство на этой линии к 30 сентября 2008 года, сообщила компания."
neutral,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,Metso Foundries Jyvaskyla Oy прекратит производство на этой линии к 30 сентября 2008 года.
neutral,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .","Компания Metso Oyj сообщила, что продала свой бизнес по производству распределительных валов и связанные с ним активы в городе Нокиа на юге Финляндии группе финских инвесторов, которые будут управлять бизнесом под названием Finbow Oy."
positive,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .","Microsoft также активизировала свои ухаживания, согласившись использовать картографический сервис Navteq, который предлагает компания Nokia, купленная несколько лет назад за 8,1 миллиарда долларов."
neutral,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,"На прошлой неделе Microsoft также выпустила первый патч для бета-версии операционной системы Windows 7, выпущенной несколькими днями ранее."
neutral,"More than 50,000 tonnes of asphalt mix will be used in the contract .",По контракту будет использовано более 50 000 тонн асфальтовой смеси.
neutral,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","M-real, которая является частью финского производителя бумаги Metsaliitto Group, должна опубликовать свой отчет за второй квартал около 12:00 по восточноевропейскому времени 5 августа 2010 года."
neutral,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+�liitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .","Сообщение фондовой биржи M-real Corporation от 27 августа 2009 г., 15.15 M-real получила 190 миллионов евро наличными от Sappi M-real Corporation, входящая в группу Mets+�liitto, в конце концов продала свой бизнес по производству графических бумаг компании Sappi Limited 2008 года на 750 миллионов евро."
neutral,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .","N+1 Group выплатит 16,5 млн евро из суммы сделки при заключении сделки, а оставшуюся сумму – в 2012 году."
negative,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .","Национальный миротворец Юхани Салониус, который встретился с обеими сторонами в среду, сказал, что их взгляды слишком далеки друг от друга, чтобы он мог предложить посредничество."
neutral,ND = Not disclosed .,НД = Не раскрыто.
neutral,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,Переговоры с представителями персонала по поводу процесса реструктуризации на данный момент завершены.
neutral,Neither of the companies use genetically engineered soy at the moment .,Ни одна из компаний в настоящее время не использует генно-инженерную сою.
neutral,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .","Neste Oil опубликует результаты за третий квартал 2008 года в пятницу, 24 октября 2008 года, примерно в 9 часов утра (EET)."
neutral,"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .","Нью-Дели, 12 февраля – Кортениеми Аннели, Хелокуннас Туйя, Пелтола Марджо, Кескинен Юкка, Салминен Юсси, Туса Киа и Янхонен Ристо из Nokia Telecommunication Oy, Эспоо, Финляндия, разработали устройство регулировки кабеля."
neutral,New Novator products are supposed to be exported .,Новую продукцию «Новатора» планируется поставлять на экспорт.
positive,New product launches in Finland will more than double from 2005 .,Запуск новых продуктов в Финляндии увеличится более чем вдвое по сравнению с 2005 годом.
neutral,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .","Эту роль возьмет на себя Ниина Ненонен, нынешний директор Marimekko по линиям одежды, сумок и аксессуаров."
neutral,No changes in media activity were seen in October compared with September .,Никаких изменений в активности СМИ в октябре по сравнению с сентябрем не наблюдалось.
neutral,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,Решение о продаже выпущенных или существующих собственных акций компании YA Global пока не принято.
neutral,No financial detail were available .,Никаких финансовых подробностей не было.
neutral,No financial details were revealed .,Никаких финансовых подробностей не разглашается.
neutral,No financial information was provided .,Никакой финансовой информации предоставлено не было.
neutral,No other ev3 devices were involved in this action .,Никакие другие устройства ev3 в этом действии не участвовали.
neutral,Nokia is also negotiating the product portfolio of the new company .,Nokia также ведет переговоры о портфеле продуктов новой компании.
neutral,"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .","Nordea Pankki Suomi Oyj, как сообщалось ранее, заключила форвардные контракты на акции Alma Media Corporation."
neutral,Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,"Председатель правления Nordea Ханс Дальборг сообщил комитету по назначениям, что он не будет переизбираться на ежегодном общем собрании акционеров в 2011 году."
neutral,Nordea was the cheapest also for a couple in their 30s with debt .,Nordea оказался самым дешевым также для пары в возрасте 30 лет с долгами.
neutral,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .","NORDIC BUSINESS REPORT-17 января 2006 г. - Efore Plc открывает новый завод в Эстонии - _ 1998-2006 M2 COMMUNICATIONS LTD Финский производитель силовой электроники Efore Plc сообщил во вторник (17 января), что открывает новый завод в Пярну, Эстония."
neutral,"Nordstjernan will make the offer in approximately one month , in September 2007 .","Нордстьернан сделает предложение примерно через месяц, в сентябре 2007 года."
neutral,Number of offers received for this contract is two .,Количество поступивших предложений по данному контракту – два.
neutral,NWC ANALYSIS :,АНАЛИЗ НВК:
neutral,Odell has not contacted the State of Finland in this issue .,Оделл не связывался с властями Финляндии по этому вопросу.
neutral,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .","Ожидается, что к 2016 году в районе «Охта-центра» будет около 700 000 квадратных метров офисных помещений."
neutral,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,Okmetic использовала печи для контрактного производства солнечных кристаллов.
neutral,Okmetic revised its 2010 financial outlook based on its order book .,Okmetic пересмотрела свой финансовый прогноз на 2010 год на основании портфеля заказов.
neutral,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .","По состоянию на 25 августа 2009 года доля Sampo в Nordea составляла 19,45%."
positive,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .","С другой стороны, Монтевидео заявил, что работа двух заводов в этом районе создаст рабочие места."
positive,"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .","В среду он объявил, что правительство предложит предоставить лицензию на два реактора: один будет построен компанией Fennovoima, а другой TVO."
neutral,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .","Также можно подать заявку на работу прямо с iPad, выбрать, какое резюме прикрепить и какое сопроводительное письмо наиболее подходит для каждой позиции."
neutral,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .","Одна ценовая категория — для звонков в сети предпочитаемого оператора, другая — для звонков в сети других операторов."
neutral,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .","Операторам нужно только научиться использовать одно устройство для нескольких уровней приложений, включая операции с голосовым управлением."
neutral,"Originally posted to the PCMag.com security blog , Security Watch .",Первоначально опубликовано в блоге по безопасности PCMag.com Security Watch.
neutral,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,Oriola-KD является дочерней компанией оптового подразделения финской фармацевтической группы Orion Oyj.
neutral,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",ДРУГИЕ Северный Рейн-Вестфалия – Заключит базовую пятилетнюю сделку с фиксированной процентной ставкой в ​​евро.
neutral,Other details were not provided .,Другие подробности не были предоставлены.
neutral,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .","Наша цель – через пару лет обеспечить значительную часть нашего оборота в России», – говорит управляющий директор Solteq Ханну Ахола."
neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .","В настоящее время Outotec поставляет для Eesti Energia в Эстонию новую установку по переработке сланца, основанную на технологии Enefit, разработанной совместно Eesti Energia и Outotec."
neutral,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .","PA), JPMorgan Chase and Co (NYSE: JPM) и Pohjoa Bank являются совместными ведущими менеджерами по старшей необеспеченной сделке."
