headline,sentiment,translated_text
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative,"В Финляндии Sampo Bank, в настоящее время входящий в группу Danske Bank, сократит персонал, выполняющий административные и вспомогательные функции."
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",neutral,"Однако базовые результаты TeliaSonera включают 457 млн ​​шведских крон положительных разовых доходов, следовательно, скорректированная базовая EBITDA фактически составляет 7,309 млрд шведских крон, что явно ниже ожиданий, говорят аналитики."
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive,$HCP Приходите на вечеринку и купите это - это принесет солидную прибыль и дивиденды $$$$$$
The phones are targeted at first time users in growth markets .,neutral,Эти телефоны ориентированы на начинающих пользователей на развивающихся рынках.
Revenues at the same time grew 14 percent to 43 million euros .,positive,Доходы при этом выросли на 14 процентов до 43 миллионов евро.
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,positive,Фармацевтическая компания Shire купит Baxalta за $32 млрд после шестимесячного преследования
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,"Ожидается, что чистый объем продаж за весь год увеличится примерно на 10%, сообщила компания."
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,"По данным Cencorp, ужесточение конкуренции на рынке автоматизации производства повлияло на чистый объем продаж в 2006 году."
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,"Опрос, проведенный Taloustutkimus для Sampo Life, показывает, что компании плохо готовы к потере ключевых сотрудников."
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,"Компания упала до операционного убытка в 2,6 миллиона евро с прибыли в 1,3 миллиона евро."
$FB Nice buyable intraday dip right here,positive,"$FB Хороший внутридневной спад, который можно купить прямо здесь."
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive,"@BrooklynBandit: $SIMO Базируется хорошо. Закрытие выше 24,18 является бычьим сигналом. $QQQ $SPY $STUDY следите за закрытием вблизи HOD. На данный момент рост +3%"" рост +5%"
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,"В результате поглощения Panostaja еще больше расширила свое направление деятельности, специализирующееся на цифровой печати, которое ранее состояло из дочерних компаний Kopijyva Oy и Sokonet Oy."
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",neutral,"Все паромы столкнулись с проблемой недалеко от Стокгольмского архипелага, состоящего из более чем 20 000 островов."
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive,"По словам заместителя управляющего директора Пекки Сильвеннойнена, целью является удвоение товарооборота в течение следующих трех лет."
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,"Предложение акционеров избрать г-на Ханну Крогеруса в состав Совета директоров основано на его многолетнем и непревзойденном опыте и знании всех вопросов, связанных с Elcoteq."
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,"Совет директоров компании предложит выплату дивидендов в размере 1,00 евро на акцию за 2005 год ."
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,neutral,"Он сказал, что ситуация изменится, когда вступят в строй новые финские атомные электростанции и у крупных гидроэлектростанций Северной Европы будет хороший год."
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,"Изменение справедливой стоимости инвестиционной недвижимости составило 15,8 млн евро по сравнению с 22,9 млн евро в третьем квартале 2009 года."
Marimekko is considering further measures in the matter .,neutral,Маримекко рассматривает дальнейшие меры по данному вопросу.
Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,neutral,Почему $TWTR обречен на 1 графике $FB $GOOG https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,"N+1 Group выплатит 16,5 млн евро из суммы сделки при заключении сделки, а оставшуюся сумму – в 2012 году."
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral,"Вехвилайнен, который в настоящее время является главным операционным директором Nokia Siemens Networks, присоединится к Finnair 5 января 2010 года и вступит в должность генерального директора с 1 февраля 2010 года."
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,neutral,Наш отчет «Консервированные продукты питания в Финляндии» предлагает подробное руководство по размеру и форме рынка на национальном уровне.
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,"Уровень экономической занятости портфеля недвижимости Спонды вырос до 91,2% с 88,8% в 2006 году."
The value of the contracts is about EUR 3.3 mn .,neutral,"Стоимость контрактов составляет около 3,3 млн евро."
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive,"Акции MarketsShire выросли на 2,5%, а Baxalta - на 6% благодаря сделке на $32 млрд."
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,neutral,Финский Bank of +àland откроет свой долгосрочный пенсионный накопительный счет в начале июня 2010 года.
"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",neutral,"АЛЕКСАНДРИЯ, Вирджиния, 5 ноября – Ристо Конттури из Раямаки, Финляндия, и Яри Юлинен из Хивинкаа, Финляндия, разработали автоматизированную транспортную систему с возможностью выбора транспорта под контролем пользователя."
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",neutral,"Однако он не верит, что HKScan или Atria начнут использовать импортное мясо, поскольку финские потребители предпочитают отечественную продукцию."
`` We are selling an information systems development business to the Finns .,neutral,«Мы продаем финнам бизнес по разработке информационных систем.
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",neutral,"Финская корпорация Suominen, производящая салфетки, нетканые материалы и гибкую упаковку, ожидает, что изменения рыночной ситуации приведут к снижению продаж нетканых материалов и влажных салфеток Suominen по сравнению с ранее оцененными объемами."
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral,"РусГидро имеет соглашение о передаче своих пакетов акций ОЭСК и пяти ЭРК в доверительное управление ""Интер РАО""."
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",neutral,"Kaleva Kustannus Oy (бизнес-код 0187274-0), согласно уведомлению, 10 августа 2009 года приобрела 4 458 000 акций Alma Media."
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",neutral,"Glaston со штаб-квартирой в Тампере, Финляндия, является растущей международной компанией, занимающейся технологиями производства стекла."
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive,"Mformation и Nokia отметили, что они заключили соглашения о совместимости, которые охватывают коммерчески проверенное, основанное на стандартах управление мобильными устройствами, а также безопасность мобильных устройств и управление мобильными приложениями."
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,negative,"Обратный выкуп не имеет правильной тенденции ($CPIX тратит больше, поскольку акции дорожают). Надеюсь, мы отступим с закрытием VWAP во втором квартале 6.87."
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",neutral,"Годовой убыток предприятия составил 18 миллионов крон по сравнению с прибылью в 7,3 миллиона крон в 2008 году."
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",positive,"Первоначальное название Componenta +àm+Ñl, как дочерней компании финской группы Componenta, было изменено на +àm+Ñl Components, и в первом квартале 2010 года компания продемонстрировала рост на 63% по сравнению с первым кварталом 2009 года."
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral,"HELSINKI AFX-Salcomp, производитель зарядных устройств для мобильных телефонов, заявил, что назначил Маркку Хангасярви своим новым генеральным директором после отставки Матса Эрикссона."
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive,"NAVTEQ занимает лидирующие позиции в области установленных систем картографических данных в транспортных средствах в Северной Америке и может быть лидером в области пошаговых навигационных данных, предлагаемых такими службами, как OnStar в Северной Америке, сказал аналитик Фил Мэгни из Telematics Research Group в Миннетонке, штат Миннесота. ."
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,"В число компаний, оцениваемых в отчете, входят Aladdin, CA, F-Secure, Kaspersky, Marshal, McAfee, Microsoft, Panda, Proofpoint, Sophos, Symantec, Trend Micro, Tumbleweed и Websense."
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,neutral,Около 50 процентов мирового парка ро-ро имеют возраст более 25 лет и должны быть списаны по экологическим соображениям.
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",positive,В первом квартале 2010 года рыночная прибыль составила 133 миллиона евро по сравнению с убытком в 32 миллиона евро за тот же период прошлого года.
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",neutral,"Сообщение о фондовой бирже Aldata Solution Oyj 11 августа 2006 г., 11.00 АКЦИИ ALDATA ПОДПИСАНЫ НА АКЦИОННЫЕ ОПЦИОНЫ 2003 ГОДА Всего на 95 000 новых акций Aldata Solution Oyj подписаны опционы на акции 2003A компании."
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral,"Закон о несостоятельности регулирует сумму долга, которую заемщикам разрешено списать."
The investment will be worth approximately EUR 100mn .,neutral,Инвестиции составят около 100 млн евро.
The company is presently examining whether the project would be financially feasible .,neutral,"В настоящее время компания изучает, будет ли проект финансово осуществимым."
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,"Также прибыль Lemmink+ñinen за отчетный период выросла до 3,1 млн евро с -24,5 млн евро годом ранее."
"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",neutral,О начале переговоров по программе повышения эффективности Glaston было объявлено в октябре.
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral,"Продолжение деятельности означает структуру после реструктуризации группы Aspocomp, включающую Aspocomp Oulu и головной офис."
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative,"Прибыль на акцию (EPS) составила убыток в размере 0,05 евро."
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral,"Причинами такой оценки являются рост арендной платы в 2008 году и несколько полностью сданных в аренду офисных и торговых объектов, которые были завершены и добавлены в портфель инвестиционной недвижимости компании."
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral,Акции дают право на дивиденды и другие права акционеров с момента их регистрации в Торговом реестре Финляндии.
$NFLX I say it's time to short at this point.,negative,"$NFLX Я считаю, что на данный момент пора открывать короткую позицию."
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",positive,"Второе повышение в этом году. ""@BVHealthcare: $QCOR Questcor увеличивает квартальные денежные дивиденды на 20 процентов. http://stks.co/goan"""
Aviva shuts Friends Life head office in rapid integration move,neutral,Aviva закрывает головной офис Friends Life в рамках быстрой интеграции
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,neutral,Этот шаг был вызван слабым спросом на лесозаготовительную технику и неопределенной ситуацией на рынке.
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",neutral,"Однако заказы, полученные за отчетный период, упали на 17% в квартальном исчислении с 213 миллионов евро, зафиксированных во втором квартале 2010 года."
"The Division also includes joint sales , marketing and controlling functions for these units .",neutral,"Подразделение также включает в себя совместные функции продаж, маркетинга и контроля для этих подразделений."
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",neutral,"Поставка Outotec включает проектирование, поставку и строительство установки обжига с циркулирующим псевдоожиженным слоем производительностью 1600 тонн глинозема в сутки."
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",neutral,"В результате компания временно уволит 25% всего персонала, примерно 270 человек, на заводах Киркконумми и Нивала."
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative,"Результат до уплаты налогов снизился почти до 14,5 млн евро по сравнению с почти 20 млн евро в предыдущем отчетном периоде."
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,negative,Большая часть персонала компании в Финляндии временно уволена на срок от одной до шести недель в период с февраля по июнь 2009 года.
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,"Компания сообщила сегодня об операционном убытке в размере 0,1 млн евро при чистом объеме продаж в размере 4,5 млн евро за первый квартал 2008 года."
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,neutral,"Мобильное приложение социальной сети GyPSii доступно в Китае с поддержкой как китайского, так и английского языка."
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral,"QPR ProcessGuide доступен как системное решение с централизованным хранением и управлением содержимым процессов, а также как автономная настольная версия; QPR ProcessGuide Xpress."
X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,negative,X отмечает отзыв: Tesla отзывает #ModelX из-за неисправного сиденья третьего ряда. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB
A 2001 agreement expired earlier this month .,neutral,Срок действия соглашения 2001 года истек ранее в этом месяце.
loading $SPY and $AAPL puts. think were toppy IMHO.,negative,"загрузка путов $SPY и $AAPL. думаю, были топовыми, ИМХО."
"So far , Mr. Galvan he has been able to avoid laying off workers .",positive,До сих пор г-ну Гальвану удавалось избежать увольнений работников.
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral,"Эти меры являются результатом предусмотренных законом совместных переговоров с сотрудниками, которые начались в феврале и касались всех операций в стране."
"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",neutral,"Когда переговоры начались, Neste Oil предполагала, что пострадают 450 человек."
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",neutral,"По словам Арокарху, некоторые покупки, которые были отсканированы в кассовом компьютере, исчезли, когда была нажата клавиша общей суммы."
"$AAPL double bottom could be in, keep in mind",positive,"Двойное дно $AAPL может быть, имейте в виду"
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,"F-Secure Internet Security 2010 — это служба безопасности для серфинга в Интернете, онлайн-банкинга и покупок, электронной почты и других действий в Интернете."
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,"Операционная прибыль Орион Фарма увеличилась на 42,5% по сравнению с 2004 годом."
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral,"Изменения вступят в силу 1 января 2010 года, и, по оценкам, они не окажут влияния на численность сотрудников."
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",neutral,"Набор сотрудников связан с переводом исследовательской деятельности Stora Enso в Карлстад, центральная Швеция."
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,neutral,Операционный убыток составил 25 млн евро по сравнению с прибылью в 63 млн евро за соответствующий период 2005 года.
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",neutral,"Рентабельность (EBIT%) составила 13,6% по сравнению с 14,3% во втором квартале 2009 года."
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive,"Это новое представительство расширяет глобальное присутствие Comptel на 18 стран, обслуживая более 250 клиентов в более чем 80 странах мира."
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",neutral,"Корпорация Elisa опубликует свою финансовую отчетность за 2006 год в четверг, 8 февраля 2007 года."
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,"Компания, производящая садовые инструменты, ножницы и другие потребительские товары, сообщила, что прибыль увеличилась за счет дохода на 6,9 млн евро, который она получила от 16,7-процентной доли в финской машиностроительной группе Wartsila."
The deliveries are scheduled for the summer and autumn of 2008 .,neutral,Поставки запланированы на лето-осень 2008 года.
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",positive,Муниципалитет Луле+С заключил с YIT двухлетний контракт на управление примерно одной третью объектов недвижимости муниципалитета общей площадью 140 000 кв. метров.
GSK and Novartis complete deals to reshape both drugmakers,positive,GSK и Novartis заключили сделки по реформированию обоих производителей лекарств
It is expected to be online by 2011 .,neutral,"Ожидается, что он появится в сети к 2011 году."
Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,positive,Подразделение Legal & General покупает 50% акций MediaCityUK в Манчестере
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,Качественные зарядные устройства под брендом CHARGZ продаются в избранных розничных магазинах и других торговых точках по всему миру.
Passengers rise at EasyJet and Aer Lingus,positive,Пассажиры поднимаются в самолетах EasyJet и Aer Lingus
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,"Операционная прибыль выросла до 4,7 млн ​​евро с 4,6 млн евро ."
Central Europe is an important market area for Honka .,neutral,Центральная Европа является важным рынком для Honka.
A total of $ 78 million will be invested in the project .,neutral,Всего в проект будет инвестировано 78 миллионов долларов.
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",neutral,"По данным корейской исследовательской группы ATLAS, на конец апреля на долю Motorola приходилось 11,5 процентов южнокорейского рынка мобильных телефонов, Samsung - 55 процентов, а LG Electronics - 19 процентов."
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",negative,"Технические оповещения $IFF: сигнал Stochastic Sell, поддержка 200 DMA и поддержка 50 DMA http://stks.co/p12QY"
"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",neutral,"На основе конкурсных торгов генеральным застройщиком было выбрано ООО ""Китай Строй"", российская дочерняя компания China State Construction Engineering Corporation, строительной компании, принадлежащей China State."
British American Tobacco drops and sues PwC over pollution scandal,negative,British American Tobacco отказалась от участия и подала в суд на PwC из-за скандала с загрязнением окружающей среды
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",neutral,"В 2005 году чистый объем продаж группы составил 35,3 миллиона евро (46,5 миллиона долларов США) и операционная прибыль 760 000 евро (1,0 миллиона долларов США)."
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",positive,"Продажи сети магазинов одежды Sepp+ñl+ñ выросли на 8% до 155,2 млн евро, а операционная прибыль выросла до 31,1 млн евро с 17,1 млн евро в 2004 году."
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,neutral,"Кредит состоит из семилетнего кредита на сумму 200 млн евро (292,4 млн долларов США) и возобновляемой кредитной линии на сумму 150 млн евро (219,3 млн долларов США) на пять лет."
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",positive,"«С точки зрения прибыльности и прибыли 2007 год был лучшим годом в нашей истории», - сказал генеральный директор Вели-Матти Маттила."
Closing of such transaction took place today .,neutral,Закрытие такой сделки состоялось сегодня.
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative,"Кроме того, до дальнейшего уведомления могут быть уволены еще 29 сотрудников, а при необходимости весь персонал может быть уволен на короткие периоды времени."
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral,"Годовой отчет будет автоматически отправлен акционерам, владеющим не менее 2000 акций Sampo plc."
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive,"UPM-Kymmene – один из ведущих мировых производителей бумаги для печати с производством в 15 странах и сетью продаж, охватывающей более 170 компаний."
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,"«Стабильный прогноз отражает сильную позицию Nokia на мировом рынке мобильных телефонов, сильный денежный поток и очень консервативный баланс», - сказал Рааб."
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",positive,"Nokia продолжит инвестировать в будущее развитие Qt на благо всех пользователей, как коммерческих, так и LGPL."
$HITK  Resuming advance into new historical highs.,positive,$HITK Возобновление продвижения к новым историческим максимумам.
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',positive,«Географическое присутствие NTC дополняет существующую сеть Ramirent и приближает нас к нашим клиентам в восточночешском регионе Чешской Республики. ''
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",neutral,"Metso является мировым поставщиком устойчивых технологий и услуг для горнодобывающей, строительной, энергетической, автоматизации, вторичной переработки и целлюлозно-бумажной промышленности."
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral,"Biohit Oyj разрабатывает, производит и продает продукты для работы с жидкостями и диагностические тест-системы для использования в исследовательских, медицинских и промышленных лабораториях."
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,Новый председатель Совета директоров Хаим Кацман выступит с докладом и ответит на вопросы.
Viking Line manages well with its current ferries .,positive,Viking Line хорошо справляется со своими нынешними паромами.
"When dialing in , the participants should quote 877417 as conference ID .",neutral,При подключении участники должны указать 877417 в качестве идентификатора конференции.
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral,"Целью петербургского офиса является, прежде всего, развитие сервисного бизнеса компании."
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,positive,"Операционная прибыль составила 17,7 млн ​​евро по сравнению с 17,6 млн евро в соответствующем периоде 2007 года."
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,"- Ожидается, что чистые продажи за этот период упадут значительно ниже показателей прошлого года, а результат после разовых статей, как ожидается, будет в минусе."
`` We have the most expensive water brand in Finland at the moment . '',neutral,«На данный момент у нас самая дорогая марка воды в Финляндии. ''
"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",neutral,"Франция T+®l+®com потратила больше времени на изучение TeliaSonera, чем другие потенциальные объекты поглощения, потому что у нее есть акционер, который хочет продать компанию, сказал Пеллиссье."
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",positive,"$BRK.B $SPY Завтра на максимуме? 150 тысяч на акции А, 13 декабря 2007 г."
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,"Салонен добавил, что данные показывают, что запасы целлюлозы производителей в Северной Америке сокращаются. '"
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral,"«Marimekko стремится расширить свою дистрибьюторскую сеть, прежде всего, за счет увеличения количества концептуальных магазинов и магазинов «магазин в магазине»."
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,SRV понизила оценку чистого объема продаж за весь 2008 год из-за неопределенности в продажах жилья.
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,positive,$AWR Standard & Poor's подтвердило кредитный рейтинг A+ компаниям American States Water Company и Golden State Water Company http://stks.co/f2P94
"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",positive,"По словам генерального директора Кая Теланна, газеты компании достигли лучшего финансового результата за всю историю."
Seat belt recall? who cares....  I'm a buyer $TSLA,positive,Отзыв о ремнях безопасности? какая разница.... я покупатель $TSLA
Randgold profit hit by poor gold price but dividend still increases,neutral,"Прибыль Randgold пострадала от низкой цены на золото, но дивиденды все равно растут"
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",neutral,"(ADP News) – 22 января 2009 г. – Финский производитель мобильных телефонов Nokia Oyj (OMX: NOK1V) сообщил сегодня, что его операционная прибыль снизилась до 5 миллиардов евро (6,5 миллиардов долларов США) в 2008 году с 8 миллиардов евро в 2007 году."
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,neutral,"Финская компания Raute Precision, поставляющая системы и установки для взвешивания и дозирования, меняет название на Lahti Precision."
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,negative,"$AAPL на уровне сопротивления прямо здесь... продал свои акции... выкуплю, если они упадут или войдут в зону гэпа 128."
